date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:36:35	68819/68819	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:34%20GMT	https://bwc-network.com/hebergement-html/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/hebergement-html/index.html	(from https://bwc-network.com/)
08:36:35	68333/68333	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:34%20GMT	https://bwc-network.com/bwc-upload/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/bwc-upload/index.html	(from https://bwc-network.com/)
08:36:35	66728/66728	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:34%20GMT	https://bwc-network.com/shops/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/shops/index.html	(from https://bwc-network.com/)
08:36:35	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684465184641.707	https://s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	C:/Users/PC/Documents/html/bwc2/s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://bwc-network.com/)
08:36:35	67026/67026	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:36%20GMT	https://bwc-network.com/nos-webradio/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/nos-webradio/index.html	(from https://bwc-network.com/)
08:36:36	80535/80535	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:36%20GMT	https://bwc-network.com/liens-externes/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/liens-externes/index.html	(from https://bwc-network.com/)
08:36:36	1792/1792	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:34:47%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/wp-1710264862071.jpg?w=50	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/wp-1710264862071ae05.jpg	(from https://bwc-network.com/)
08:36:36	68795/68795	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:36%20GMT	https://bwc-network.com/demande-de-gravure-et-denvoi-sur-cd/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/demande-de-gravure-et-denvoi-sur-cd/index.html	(from https://bwc-network.com/)
08:36:36	67718/67718	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:36%20GMT	https://bwc-network.com/obtenir-le-mot-de-passe-de-telechargement/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/obtenir-le-mot-de-passe-de-telechargement/index.html	(from https://bwc-network.com/)
08:36:37	69629/69629	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:37%20GMT	https://bwc-network.com/nos-contenus/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/nos-contenus/index.html	(from https://bwc-network.com/)
08:36:37	15504/15504	---MCZ	200	added ('OK')	text/css	etag:W/18324-1705283922291.6384	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20240115	C:/Users/PC/Documents/html/bwc2/s0.wp.com/wp-content/mu-plugins/actionbar/actionbarf84d.css	(from https://bwc-network.com/)
08:36:37	69220/69220	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:37%20GMT	https://bwc-network.com/statut-des-serveurs/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/statut-des-serveurs/index.html	(from https://bwc-network.com/)
08:36:37	8426/8426	---MCZ	200	added ('OK')	application/javascript	etag:W/15307-1700657605708.2092	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20231122	C:/Users/PC/Documents/html/bwc2/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar4dc1.js	(from https://bwc-network.com/)
08:36:38	174/174	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Mar%202024%2007:36:38%20GMT	https://bwc-network.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://bwc-network.com/)
08:36:38	12788/12788	---MCZ	200	added ('OK')	application/javascript	etag:W/12827-1705538370238.4058	http://stats.wp.com/w.js?67	C:/Users/PC/Documents/html/bwc2/stats.wp.com/w735b.js	(from https://bwc-network.com/)
08:36:39	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2024%20Mar%202024%2007:36:39%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/Users/PC/Documents/html/bwc2/pixel.wp.com/b0b80.gif	(from https://bwc-network.com/)
08:36:40	418/418	---MCZ	200	added ('OK')	text/plain	date:Sun,%2024%20Mar%202024%2007:36:40%20GMT	https://s1.wp.com/robots.txt		(from https://bwc-network.com/)
08:36:40	4097/4097	---M--	200	added ('OK')	image/png	date:Sun,%2003%20Mar%202024%2015:20:17%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/download-7641614_1280.png?w=150	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/download-7641614_12807658.png	(from https://bwc-network.com/contactez-nous/)
08:36:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Mar%202024%2007:36:41%20GMT	https://bwc-network.com/french-tek	C:/Users/PC/Documents/html/bwc2/bwc-network.com/french-tek	(from https://bwc-network.com/pages-diverses/)
08:36:41	67184/67184	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:41%20GMT	https://bwc-network.com/webcams/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/webcams/index.html	(from https://bwc-network.com/pages-diverses/)
08:36:41	18549/18549	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2024%20Mar%202024%2007:36:42%20GMT	https://bwc-network.com/french-tek-%f0%9f%87%a8%f0%9f%87%b5/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/french-tek-%f0%9f%87%a8%f0%9f%87%b5/index.html	(from https://bwc-network.com/pages-diverses/)
08:36:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Mar%202024%2007:36:42%20GMT	https://bwc-network.com/dub	C:/Users/PC/Documents/html/bwc2/bwc-network.com/dub.18.delayed	(from https://bwc-network.com/pages-diverses/)
08:36:42	67815/67815	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:43%20GMT	https://bwc-network.com/sites-heberges/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/sites-heberges/index.html	(from https://bwc-network.com/pages-diverses/)
08:36:42	18125/18125	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2024%20Mar%202024%2007:36:43%20GMT	https://bwc-network.com/dub-%f0%9f%94%8a/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/dub-%f0%9f%94%8a/index.html	(from https://bwc-network.com/pages-diverses/)
08:36:43	5659/5659	---MCZ	200	added ('OK')	application/javascript	etag:W/%226554fa54-161b%22	https://bwc-network.com/wp-content/js/bilmur.min.js?i=11&m=202412	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/js/bilmur.minae13.js	(from https://bwc-network.com/hebergement-html/)
08:36:44	8633/8633	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2021:14:18%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/crazyfacedcat_1691688092_header.jpg?w=150	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/crazyfacedcat_1691688092_header7658.jpg	(from https://bwc-network.com/liens-externes/)
08:36:48	68296/68296	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:45%20GMT	https://bwc-network.com/films/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/films/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:49	68780/68780	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:46%20GMT	https://bwc-network.com/logiciels-windows/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/logiciels-windows/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:49	67483/67483	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:46%20GMT	https://bwc-network.com/musique/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/musique/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:49	68086/68086	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:46%20GMT	https://bwc-network.com/systemes-dexploitation/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/systemes-dexploitation/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:52	68708/68708	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:49%20GMT	https://bwc-network.com/photos-et-videos/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/photos-et-videos/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:53	68746/68746	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:50%20GMT	https://bwc-network.com/jeux-pc/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/jeux-pc/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:53	68005/68005	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:50%20GMT	https://bwc-network.com/archives-et-anciennes-versions-de-nos-contenus/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/archives-et-anciennes-versions-de-nos-contenus/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:53	68083/68083	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:50%20GMT	https://bwc-network.com/apk-et-crack-android/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/apk-et-crack-android/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:55	67822/67822	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:53%20GMT	https://bwc-network.com/clones-virtualbox-et-demarrage-direct/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/clones-virtualbox-et-demarrage-direct/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:55	67729/67729	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:54%20GMT	https://bwc-network.com/contenus-prives/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/contenus-prives/index.html	(from https://bwc-network.com/nos-contenus/)
08:36:59	68297/68297	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:56%20GMT	https://bwc-network.com/petit-ours-dessins-animes/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/petit-ours-dessins-animes/index.html	(from https://bwc-network.com/photos-et-videos/)
08:36:59	103963/103963	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:36:56%20GMT	https://bwc-network.com/photos/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/photos/index.html	(from https://bwc-network.com/photos-et-videos/)
08:37:03	68673/68673	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:37:00%20GMT	https://bwc-network.com/la-panthere-rose-tous-les-episodes/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/la-panthere-rose-tous-les-episodes/index.html	(from https://bwc-network.com/photos-et-videos/)
08:37:03	69892/69892	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:37:00%20GMT	https://bwc-network.com/all-farming-simulator/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/all-farming-simulator/index.html	(from https://bwc-network.com/jeux-pc/)
08:37:08	66172/66172	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Mar%202024%2007:37:05%20GMT	https://bwc-network.com/contenus-prives-2/	C:/Users/PC/Documents/html/bwc2/bwc-network.com/contenus-prives-2/index.html	(from https://bwc-network.com/contenus-prives/)
08:37:08	97548/97548	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2020:32:23%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/sketch-1688068965505.jpg?w=730	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/sketch-16880689655055637.jpg	(from https://bwc-network.com/photos/)
08:37:09	122102/122102	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2021:11:55%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/document4_1.jpg?w=832	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/document4_16a42.jpg	(from https://bwc-network.com/photos/)
08:37:09	96721/96721	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2021:11:56%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/sketch-1708270976252.jpg?w=847	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/sketch-1708270976252b390.jpg	(from https://bwc-network.com/photos/)
08:37:09	3160549/3160549	---M--	200	added ('OK')	video/mp4	date:Sat,%2016%20Mar%202024%2014:26:08%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/copiedevid_30501025_140958_878.mp4	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/copiedevid_30501025_140958_878.mp4	(from https://bwc-network.com/photos-et-videos/)
08:37:09	49780/49780	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2020:32:23%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/tableausalledebainchezmilo.jpg?w=725	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/tableausalledebainchezmilo53aa.jpg	(from https://bwc-network.com/photos/)
08:37:10	246816/246816	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2019:33:13%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20230912183642.jpg?w=1024	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img202309121836422dff.jpg	(from https://bwc-network.com/photos/)
08:37:10	66656/66656	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2019:33:04%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20230905204018.jpg?w=1024	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img202309052040182dff.jpg	(from https://bwc-network.com/photos/)
08:37:10	82235/82235	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2019:33:04%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20230905204031.jpg?w=1024	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img202309052040312dff.jpg	(from https://bwc-network.com/photos/)
08:37:11	261941/261941	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2019:33:16%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20230912183121.jpg?w=1024	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img202309121831212dff.jpg	(from https://bwc-network.com/photos/)
08:37:11	136100/136100	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2019:33:15%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20230915155526.jpg?w=1024	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img202309151555262dff.jpg	(from https://bwc-network.com/photos/)
08:37:11	13878774/13878774	---M--	200	added ('OK')	video/mp4	date:Tue,%2012%20Mar%202024%2019:34:05%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/vidc3a9osourismaman.mp4	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/vidc3a9osourismaman.mp4	(from https://bwc-network.com/photos-et-videos/)
08:37:11	236165/236165	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2019:33:13%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20230915151727.jpg?w=1024	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img202309151517272dff.jpg	(from https://bwc-network.com/photos/)
08:37:12	209623/209623	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2019:33:18%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20230915151738.jpg?w=461	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img20230915151738467a.jpg	(from https://bwc-network.com/photos/)
08:37:12	249387/249387	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202024%2014:29:50%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20231110155554.jpg?w=1024	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img202311101555542dff.jpg	(from https://bwc-network.com/photos/)
08:37:12	247108/247108	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202024%2014:29:57%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20231101143654.jpg?w=1024	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img202311011436542dff.jpg	(from https://bwc-network.com/photos/)
08:37:13	270835/270835	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202024%2014:29:51%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20231207151423.jpg?w=578	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img20231207151423cb79.jpg	(from https://bwc-network.com/photos/)
08:37:13	312322/312322	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202024%2014:29:58%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20240125171433.jpg?w=578	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img20240125171433cb79.jpg	(from https://bwc-network.com/photos/)
08:37:13	312958/312958	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202024%2014:29:59%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/img20240125171425.jpg?w=578	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/img20240125171425cb79.jpg	(from https://bwc-network.com/photos/)
08:37:14	480537/480537	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2019:14:56%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/petit_ours.png?w=398	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/petit_ourse886.png	(from https://bwc-network.com/petit-ours-dessins-animes/)
08:37:14	48341/48341	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2019:19:49%20GMT	https://bwc-network.com/wp-content/uploads/2024/03/il_fullxfull.3927211072_2qgn.jpg?w=768	C:/Users/PC/Documents/html/bwc2/bwc-network.com/wp-content/uploads/2024/03/il_fullxfull.3927211072_2qgn6410.jpg	(from https://bwc-network.com/la-panthere-rose-tous-les-episodes/)
